Title,Link,Price,Rating,Reviews
"Redmi Note 13 5G (Chromatic Purple, 8GB RAM, 256GB Storage) 3.8 out of 5 stars 6,466  4K+ bought in past month₹16,139₹16,139 M.R.P: ₹21,999₹21,999 (27% off)Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay ICICI card FREE delivery Sat, 1 Feb Or fastest delivery Today Add to cart-Remove",https://www.amazon.in/Redmi-Chromatic-Purple-256GB-Storage/dp/B0D6392VSM/ref=sr_1_21?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-21&xpid=wYP0gjas_NQaC,"16,139",3.8,"6,466"
"realme NARZO N61 (Marble Black, 4GB RAM+64GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box 4.0 out of 5 stars 1,728  500+ bought in past monthLimited time deal  ₹7,498₹7,498 M.R.P: ₹8,999₹8,999 (17% off)₹500 off coupon appliedSave ₹500  with coupon FREE delivery as soon as Mon, 3 Feb, 9 am - 5 pm Or fastest delivery Tomorrow, 31 Jan Add to cart-RemoveMore Buying Choices₹7,360(2 new offers)",https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D9455CRW/ref=sr_1_22?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-22&xpid=wYP0gjas_NQaC,"7,498",4.0,"1,728"
"iQOO Z9x 5G (Storm Grey, 6GB RAM, 128GB Storage) | Snapdragon 6 Gen 1 with 560k+ AnTuTu Score | 6000mAh Battery with 7.99mm Slim Design | 44W FlashCharge 4.2 out of 5 stars 5,905  5K+ bought in past monthLimited time deal  ₹13,499₹13,499 M.R.P: ₹18,999₹18,999 (29% off)Flat INR 1000 Off on HDFC BankCardsFlat INR 1000 Off on HDFC BankCards FREE delivery Sat, 1 Feb Or fastest delivery Today Add to cart-Remove",https://www.amazon.in/iQOO-Storage-Snapdragon-6000mAh-FlashCharge/dp/B07WHRHBLH/ref=sr_1_23?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-23&xpid=wYP0gjas_NQaC,"13,499",4.2,"5,905"
"OnePlus Nord CE4 (Dark Chrome, 8GB RAM, 256GB Storage) 4.2 out of 5 stars 7,051  5K+ bought in past month₹24,998₹24,998 M.R.P: ₹26,999₹26,999 (7% off)10% Off on select cards10% Off on select cards FREE delivery Sat, 1 Feb Or fastest delivery Today Add to cart-Remove",https://www.amazon.in/Oneplus-Nord-Chrome-256GB-Storage/dp/B0CX5BZXLF/ref=sr_1_24?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-24&xpid=wYP0gjas_NQaC,"24,998",4.2,"7,051"
"POCO C61 Mystical Green 4GB RAM 64GB ROM 3.9 out of 5 stars 109  2K+ bought in past month₹5,999₹5,999 M.R.P: ₹8,999₹8,999 (33% off)₹100 off coupon appliedSave ₹100  with coupon  FREE delivery Sat, 1 Feb Or fastest delivery Today Add to cart-Remove",https://www.amazon.in/POCO-C61-Mystical-Green-64GB/dp/B0CYBKWQ2V/ref=sr_1_25?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-25&xpid=wYP0gjas_NQaC,"5,999",3.9,109
"Samsung Galaxy M15 5G Prime Edition (Blue Topaz,6GB RAM,128GB Storage) | Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+ | 4 Gen. OS Upgrade & 5 Year Security Update 4.0 out of 5 stars 2,002  5K+ bought in past month₹12,499₹12,499 M.R.P: ₹16,999₹16,999 (26% off)₹500 off coupon appliedSave ₹500  with coupon FREE delivery as soon as Sun, 2 Feb, 9 am - 5 pm Add to cart-Remove",https://www.amazon.in/Samsung-Storage-MediaTek-Dimensity-Security/dp/B0DGX9VVFV/ref=sr_1_26?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-26&xpid=wYP0gjas_NQaC,"12,499",4.0,"2,002"
"Samsung Galaxy A05 (Light Green, 6GB, 128GB Storage) | 50 MP Main Camera | Upto 12GB RAM with RAM Plus | MediaTek Helio G85 | 5000 mAh Battery 3.8 out of 5 stars 117  400+ bought in past month₹8,302₹8,302 M.R.P: ₹14,999₹14,999 (45% off)Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay ICICI card FREE delivery Sat, 1 Feb Or fastest delivery Tomorrow, 31 Jan Only 1 left in stock.Add to cart-RemoveMore Buying Choices₹8,299(8 new offers)",https://www.amazon.in/Samsung-Galaxy-Storage-MediaTek-Battery/dp/B0CJ2DVN1Q/ref=sr_1_27?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-27&xpid=wYP0gjas_NQaC,"8,302",3.8,117
"realme NARZO 70 Turbo 5G (Turbo Yellow,6GB RAM,128GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design 4.2 out of 5 stars 2,141  2K+ bought in past monthLimited time deal  ₹16,998₹16,998 M.R.P: ₹19,999₹19,999 (15% off)₹2,000 off coupon appliedSave ₹2,000  with coupon  FREE delivery Sat, 1 Feb Or fastest delivery Today Add to cart-Remove",https://www.amazon.in/realme-Segments-Dimensity-Motorsports-Inspired/dp/B0DDTXJ2MX/ref=sr_1_28?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-28&xpid=wYP0gjas_NQaC,"16,998",4.2,"2,141"
"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment 3.9 out of 5 stars 3,030  2K+ bought in past month₹11,890₹11,890 M.R.P: ₹17,999₹17,999 (34% off)Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay ICICI card FREE delivery Sat, 1 Feb Or fastest delivery Tomorrow, 31 Jan Add to cart-Remove",https://www.amazon.in/Redmi-Orchid-Largest-Display-Segment/dp/B0D78W2HF5/ref=sr_1_29?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-29&xpid=wYP0gjas_NQaC,"11,890",3.9,"3,030"
"Tecno POP 9 (Startrail Black, 3GB+64GB) |India's 1st Mediatek G50 | IP54 Rated | IR Remote | Dual Speaker with DTS | 36 Month Lag Free Fluency | 15W Fast Charging Support | 5000 mAh Battery 4.3 out of 5 stars 90  4K+ bought in past monthLimited time deal  ₹6,099₹6,099 M.R.P: ₹8,499₹8,499 (28% off)Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay ICICI card FREE delivery Sat, 1 Feb Or fastest delivery Today Add to cart-Remove",https://www.amazon.in/Tecno-Startrail-Mediatek-Speaker-Charging/dp/B0DKP72YJ3/ref=sr_1_30?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-30&xpid=wYP0gjas_NQaC,"6,099",4.3,90
"Nokia G42 5G Powered by Snapdragon® 480 Plus 5G | 50MP Triple Rear AI Camera | 6GB RAM (4GB RAM + 2GB Virtual RAM) | 128GB Storage | 3-Day Battery Life | 2 Years of Android Upgrades | SO Grey 3.8 out of 5 stars 5,743  500+ bought in past monthLimited time deal  ₹9,699₹9,699 M.R.P: ₹12,999₹12,999 (25% off)Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay ICICI card FREE delivery Sat, 1 Feb Or fastest delivery Today Add to cart-Remove",https://www.amazon.in/Nokia-Powered-Snapdragon%C2%AE-Virtual-Upgrades/dp/B0CVL9MSCK/ref=sr_1_31?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-31&xpid=wYP0gjas_NQaC,"9,699",3.8,"5,743"
"realme NARZO N65 5G (Amber Gold 6GB RAM, 128GB Storage) India's 1st D6300 5G Chipset | Ultra Slim Design | 120Hz Eye Comfort Display | 50MP AI Camera| Charger in The Box 4.1 out of 5 stars 2,184  5K+ bought in past month₹11,279₹11,279 M.R.P: ₹14,999₹14,999 (25% off)Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay ICICI cardFREE delivery as soon as Sun, 2 Feb, 9 am - 5 pm Or fastest delivery Tomorrow, 31 Jan Add to cart-RemoveMore Buying Choices₹11,249(8 new offers)",https://www.amazon.in/realme-Storage-Chipset-Comfort-Display/dp/B0D3GYZ82S/ref=sr_1_32?dib=eyJ2IjoiMSJ9.xg5bd5ezL9J7iI3NtLqjAkb0JYWTinwIO2YFBJe6Djv3BbzuFXZhw0UZ5jutbUDuUBVQi2f-zXx2lx4_BA_UCyhy0LTk7C5BaSyfm2YpPcd9WZwUiYhqYcdYLDE8EYFR0ZDTVGrk0aanhq2UkncEzCQPG0hp6C6hOo4E-5sl1RINBLGKtj_Yre1GFnQzpvALRRfTbCPoT-BNFr4tdhVV2ALyiTXEz9R0n8TOOYZWjTs.9r6PhGH4y9eFOH7JCmriej1E2Zv1i2LhUPhMEJoDJqI&dib_tag=se&keywords=mobiles&qid=1738213614&sr=8-32&xpid=wYP0gjas_NQaC,"11,279",4.1,"2,184"
